step,t_sec,agent_1_speed,agent_2_speed,agent_3_speed,agent_4_speed,agent_5_speed,agent_6_speed,agent_7_speed,agent_8_speed
585,29.25,0.733471,0.680422,0.747584,0.726859,0.672392,0.570468,0.746466,0.742333
586,29.3,0.736806,0.672608,0.747293,0.723213,0.664288,0.622203,0.746089,0.748728
587,29.35,0.734781,0.670262,0.746928,0.720449,0.630572,0.593829,0.810824,0.742770
588,29.400000000000002,0.732541,0.759894,0.280051,0.722014,0.584931,0.697624,0.734123,0.743318
589,29.450000000000003,0.736460,0.742586,0.565383,0.732853,0.594355,0.674784,0.755536,0.750208
590,29.5,0.734116,0.745176,0.463166,0.735323,0.515813,0.662105,0.751262,0.743125
591,29.55,0.732157,0.746217,0.510271,0.733916,0.440096,0.642305,0.751655,0.742863
592,29.6,0.734115,0.746672,0.496758,0.737198,0.374500,0.650901,0.752506,0.750820
593,29.650000000000002,0.732405,0.746715,0.810864,0.741558,0.417728,0.601449,0.750544,0.744124
594,29.700000000000003,0.730090,0.741838,0.726551,0.744041,0.348234,0.584497,0.751246,0.750108
595,29.75,0.735868,0.745211,0.751498,0.744858,0.347621,0.583720,0.752627,0.744979
596,29.8,0.730181,0.743444,0.745269,0.748127,0.340523,0.513128,0.751639,0.745052
597,29.85,0.728614,0.744789,0.746539,0.745171,0.846885,0.479929,0.752960,0.743851
598,29.900000000000002,0.736415,0.691204,0.747566,0.744697,0.197853,0.529018,0.752062,0.745295
599,29.950000000000003,0.668737,0.724998,0.747132,0.759405,0.888831,0.362570,0.752298,0.742810
600,30.0,0.703114,0.717014,0.748673,0.744899,0.705627,0.555929,0.750060,0.742620
601,30.05,0.685448,0.727225,0.747916,0.756892,0.756589,0.404757,0.749615,0.738516
602,30.1,0.752409,0.722964,0.747118,0.749337,0.742606,0.474533,0.749449,0.741111
603,30.150000000000002,0.741605,0.722204,0.748069,0.755807,0.263685,0.435312,0.749374,0.738563
604,30.200000000000003,0.738991,0.729669,0.747308,0.749024,0.876130,0.358424,0.749652,0.669298
605,30.25,0.674830,0.724604,0.748090,0.749511,0.707810,0.554011,0.749862,0.692642
606,30.3,0.762298,0.730978,0.747638,0.751430,0.755261,0.430482,0.748859,0.694515
607,30.35,0.677615,0.727213,0.746631,0.749091,0.317065,0.498726,0.749593,0.683044
608,30.400000000000002,0.712888,0.724646,0.747594,0.748633,0.860915,0.351555,0.749168,0.697120
609,30.450000000000003,0.695099,0.732631,0.746876,0.748075,0.369269,0.571229,0.842594,0.678583
610,30.5,0.746713,0.705039,0.758655,0.407011,0.847020,0.327901,0.721277,0.682034
611,30.55,0.734444,0.708583,0.746841,0.841001,0.332484,0.579470,0.755425,0.661984
612,30.6,0.739552,0.714008,0.756370,0.720225,0.856369,0.314845,0.749507,0.653186
613,30.650000000000002,0.736384,0.708406,0.747663,0.755181,0.392510,0.636714,0.750247,0.662026
614,30.700000000000003,0.734383,0.705521,0.754401,0.485249,0.839474,0.397638,0.748756,0.650207
615,30.75,0.731370,0.712926,0.746104,0.818110,0.398791,0.606105,0.751939,0.623103
616,30.8,0.732649,0.707920,0.753921,0.495544,0.631139,0.494396,0.748987,0.649993
617,30.85,0.728170,0.715755,0.787850,0.814274,0.476937,0.569256,0.748015,0.616665
618,30.900000000000002,0.280232,0.711752,0.213278,0.735587,0.816140,0.577564,0.634369,0.784077
619,30.950000000000003,0.258031,0.703559,0.885974,0.756019,0.488021,0.794602,0.638178,0.740137
620,31.0,0.601348,0.708539,0.215774,0.745782,0.814586,0.740926,0.626238,0.751898
621,31.05,0.233749,0.706518,0.880168,0.749763,0.726818,0.751817,0.628197,0.750089
622,31.1,0.800443,0.688474,0.702594,0.748942,0.750881,0.752299,0.604367,0.750643
623,31.150000000000002,0.611050,0.711755,0.752731,0.748062,0.745567,0.748828,0.571353,0.751063
624,31.200000000000003,0.684479,0.699052,0.743519,0.748827,0.746843,0.751028,0.573463,0.749826
625,31.25,0.629746,0.695352,0.745796,0.748432,0.747633,0.748246,0.499191,0.749480
626,31.3,0.605826,0.687732,0.749362,0.830955,0.747117,0.747387,0.803656,0.750404
627,31.35,0.597482,0.694186,0.745817,0.698704,0.753715,0.748269,0.717460,0.749759
628,31.400000000000002,0.524903,0.684270,0.749762,0.737821,0.750663,0.747158,0.741535,0.750840
629,31.450000000000003,0.465437,0.673966,0.747852,0.732485,0.750483,0.748028,0.735196,0.750203
630,31.5,0.528089,0.660530,0.747743,0.732071,0.750217,0.747415,0.022526,0.749189
631,31.55,0.381543,0.678576,0.747848,0.730601,0.750118,0.746223,0.937130,0.750137
632,31.6,0.474253,0.642946,0.744918,0.734323,0.748868,0.747182,0.682145,0.749369
633,31.650000000000002,0.350852,0.640550,0.748615,0.730909,0.749398,0.746529,0.754711,0.750335
634,31.700000000000003,0.458344,0.640979,0.747058,0.734091,0.748924,0.747356,0.738649,0.749842
635,31.75,0.460870,0.626355,0.746817,0.731805,0.851514,0.747013,0.130458,0.748746
636,31.8,0.242592,0.595570,0.745974,0.766430,0.467147,0.752801,0.976095,0.749911
637,31.85,0.505799,0.617879,0.746374,0.758947,0.618067,0.749951,0.681304,0.749158
638,31.900000000000002,0.340763,0.612719,0.748240,0.759979,0.566790,0.749905,0.759719,0.750116
639,31.950000000000003,0.521731,0.558154,0.747522,0.758862,0.646200,0.749525,0.743614,0.749649
640,32.0,0.460717,0.630859,0.749002,0.759436,0.615970,0.749558,0.743024,0.750420
641,32.050000000000004,0.492280,0.570258,0.748647,0.759302,0.626635,0.748391,0.283977,0.750092
642,32.1,0.342520,0.558886,0.304099,0.759767,0.675796,0.748813,0.875600,0.749099
643,32.15,0.625258,0.510291,0.869443,0.760079,0.649296,0.753668,0.154412,0.747432
644,32.2,0.314959,0.635363,0.712694,0.758866,0.652649,0.771613,0.911916,0.748511
645,32.25,0.862449,0.510966,0.756820,0.742803,0.643780,0.744996,0.273710,0.751526
646,32.300000000000004,0.182843,0.633098,0.428198,0.746789,0.627874,0.750559,0.878002,0.756210
647,32.35,0.897840,0.499372,0.834456,0.744473,0.626238,0.754365,0.252287,0.745498
648,32.4,0.107165,0.652744,0.450044,0.742455,0.667644,0.749983,0.884942,0.756298
649,32.45,0.917750,0.402735,0.828990,0.740786,0.637665,0.751757,0.316037,0.744751
650,32.5,0.200739,0.720107,0.722798,0.720888,0.636825,0.749428,0.867272,0.755452
651,32.550000000000004,0.893066,0.507940,0.754267,0.728056,0.662413,0.753343,0.714090,0.746292
652,32.6,0.703868,0.663125,0.745694,0.720335,0.641118,0.746251,0.758004,0.749822
653,32.65,0.757165,0.622884,0.746986,0.724020,0.636391,0.752711,0.745377,0.841813
654,32.7,0.410756,0.632445,0.754068,0.716491,0.626548,0.747301,0.747444,0.675602
655,32.75,0.836606,0.565268,0.754023,0.721702,0.655607,0.749597,0.470931,0.725761
656,32.800000000000004,0.347257,0.631400,0.747653,0.707962,0.636347,0.743644,0.822408,0.717465
657,32.85,0.853712,0.511238,0.755119,0.697169,0.631315,0.740853,0.481670,0.720257
658,32.9,0.388154,0.624728,0.745049,0.693047,0.621243,0.715242,0.819803,0.719063
659,32.95,0.843083,0.544381,0.754062,0.674377,0.613135,0.715433,0.724746,0.723708
660,33.0,0.718210,0.623502,0.745982,0.646332,0.641350,0.731118,0.752961,0.721244
661,33.050000000000004,0.753466,0.575713,0.783799,0.645446,0.616956,0.722040,0.745222,0.725393
662,33.1,0.482701,0.629798,0.144687,0.559170,0.698094,0.651164,0.756961,0.715974
663,33.15,0.816503,0.562724,0.481617,0.518104,0.690107,0.672459,0.750270,0.727124
664,33.2,0.498224,0.618608,0.358580,0.502293,0.680291,0.669815,0.751990,0.719503
665,33.25,0.812612,0.587113,0.597545,0.392753,0.666404,0.665425,0.749553,0.721694
666,33.300000000000004,0.727170,0.622548,0.489163,0.312329,0.680328,0.675392,0.750788,0.713959
667,33.35,0.546337,0.596789,0.442531,0.237663,0.642842,0.700583,0.750457,0.719855
668,33.4,0.798600,0.611924,0.367129,0.199514,0.612236,0.713302,0.749819,0.716898
669,33.45,0.730183,0.621162,0.827169,0.308007,0.617913,0.724862,0.749314,0.716067
670,33.5,0.555065,0.605808,0.052472,0.252391,0.558151,0.726647,0.860022,0.709292
671,33.550000000000004,0.802349,0.616922,0.913192,0.871340,0.477799,0.736260,0.628670,0.719149
672,33.6,0.735049,0.625036,0.027181,0.899379,0.562931,0.796799,0.693319,0.708064
673,33.65,0.751257,0.618834,0.936318,0.677957,0.535642,0.721884,0.681071,0.749683
674,33.7,0.747150,0.644420,0.662675,0.732235,0.530597,0.755607,0.676325,0.741401
675,33.75,0.747458,0.629716,0.743834,0.719703,0.406043,0.741377,0.670361,0.742871
676,33.800000000000004,0.746003,0.628014,0.727064,0.710360,0.451219,0.754465,0.669704,0.745375
677,33.85,0.746065,0.647894,0.738450,0.695024,0.361387,0.747735,0.655102,0.744984
678,33.9,0.745704,0.635646,0.741321,0.709460,0.346519,0.754570,0.635144,0.747802
679,33.95,0.736266,0.771377,0.744174,0.688768,0.329492,0.749137,0.653848,0.747728
680,34.0,0.685257,0.743443,0.748655,0.642122,0.424894,0.752321,0.609510,0.747135
681,34.050000000000004,0.700570,0.748639,0.745712,0.646348,0.394596,0.749189,0.608066,0.750709
682,34.1,0.708380,0.747436,0.751824,0.629888,0.418182,0.748658,0.608014,0.749763
683,34.15,0.700804,0.747112,0.757258,0.619994,0.434896,0.749423,0.568888,0.749069
684,34.2,0.695746,0.746046,0.748876,0.653192,0.466034,0.748085,0.552309,0.749674
685,34.25,0.713754,0.746779,0.756236,0.633904,0.545699,0.748897,0.601820,0.751031
686,34.300000000000004,0.700519,0.746364,0.749525,0.625227,0.802407,0.747951,0.560890,0.749259
687,34.35,0.695513,0.747136,0.755411,0.657563,0.401309,0.746992,0.604528,0.752223
688,34.4,0.711842,0.746771,0.749508,0.635294,0.840888,0.747538,0.546956,0.749786
689,34.45,0.699207,0.746153,0.750122,0.631367,0.378940,0.746893,0.621780,0.748650
690,34.5,0.714373,0.758974,0.749812,0.626100,0.845872,0.747679,0.488333,0.749515
691,34.550000000000004,0.704076,0.437313,0.748716,0.650304,0.717851,0.751951,0.812103,0.604746
692,34.6,0.697700,0.562364,0.750339,0.622881,0.754248,0.750844,0.729762,0.638007
693,34.65,0.710975,0.786533,0.748615,0.621114,0.745423,0.750179,0.750778,0.586808
694,34.7,0.699507,0.727267,0.747997,0.600037,0.747842,0.748952,0.747290,0.587966
695,34.75,0.692116,0.744439,0.748796,0.591172,0.746323,0.749052,0.748654,0.550862
696,34.800000000000004,0.702707,0.739964,0.747829,0.614467,0.747598,0.748897,0.747860,0.508952
697,34.85,0.691210,0.743928,0.748736,0.578500,0.746821,0.749017,0.747607,0.468486
698,34.9,0.680542,0.042645,0.748053,0.557757,0.747973,0.749079,0.746998,0.538999
699,34.95,0.693367,0.937116,0.749038,0.603308,0.747333,0.747958,0.746074,0.362492
700,35.0,0.678360,0.691922,0.748620,0.522745,0.748481,0.853739,0.746606,0.520526
701,35.050000000000004,0.642361,0.758327,0.753305,0.553964,0.747748,0.705736,0.748608,0.402573
702,35.1,0.636259,0.740070,0.750638,0.483313,0.747061,0.748476,0.747882,0.521448
703,35.15,0.644502,0.745723,0.750547,0.601547,0.748062,0.738968,0.749177,0.465793
704,35.2,0.629960,0.125753,0.750163,0.520319,0.747428,0.742678,0.748901,0.486360
705,35.25,0.606257,0.913670,0.750182,0.529135,0.748257,0.737062,0.744098,0.289915
706,35.300000000000004,0.590214,0.701353,0.749146,0.508895,0.747717,0.743121,0.748670,0.618729
707,35.35,0.565270,0.765459,0.749405,0.560809,0.746871,0.737913,0.747646,0.472624
708,35.4,0.606475,0.366797,0.749090,0.488827,0.747761,0.744536,0.748846,0.820095
709,35.45,0.552539,0.857022,0.712243,0.582378,0.747182,0.736628,0.430794,0.360159
710,35.5,0.782781,0.284752,0.692923,0.532545,0.751428,0.738101,0.833822,0.851087
711,35.550000000000004,0.722816,0.875740,0.703657,0.608958,0.755571,0.733636,0.721676,0.264079
712,35.6,0.740749,0.717595,0.705862,0.438981,0.747302,0.731691,0.754292,0.876151
713,35.65,0.733418,0.758193,0.704543,0.828207,0.751464,0.718584,0.746074,0.365724
714,35.7,0.742575,0.481499,0.703609,0.387810,0.748801,0.733294,0.748243,0.849506
715,35.75,0.734597,0.822192,0.707485,0.844207,0.753090,0.705221,0.459171,0.363190
716,35.800000000000004,0.740766,0.337844,0.704299,0.399450,0.746266,0.710857,0.826304,0.850571
717,35.85,0.734682,0.860217,0.702393,0.843479,0.754892,0.692542,0.469403,0.256417
718,35.9,0.735408,0.368707,0.705749,0.722855,0.871473,0.681272,0.822471,0.878721
719,35.95,0.737585,0.850047,0.729624,0.757777,0.535952,0.624620,0.730892,0.710558
720,36.0,0.738032,0.720663,0.719981,0.747936,0.700857,0.641869,0.755833,0.756535
721,36.050000000000004,0.739587,0.755763,0.724779,0.749664,0.666661,0.572233,0.748699,0.745189
722,36.1,0.740144,0.746991,0.721118,0.748024,0.666776,0.531061,0.750347,0.748039
723,36.15,0.739720,0.749266,0.720069,0.747234,0.647510,0.503774,0.748907,0.748396
724,36.2,0.744074,0.747642,0.722263,0.748048,0.670587,0.411274,0.749345,0.748004
725,36.25,0.746381,0.748800,0.721572,0.747304,0.624133,0.379473,0.748981,0.747091
726,36.300000000000004,0.748937,0.748117,0.724115,0.748425,0.594828,0.330191,0.873963,0.748331
727,36.35,0.749503,0.754522,0.722265,0.747700,0.601894,0.323365,0.691235,0.747368
728,36.4,0.748318,0.750851,0.719882,0.748708,0.543751,0.362090,0.746657,0.748644
729,36.45,0.747409,0.750484,0.722128,0.748056,0.501915,0.334993,0.735543,0.748021
730,36.5,0.745845,0.750145,0.719244,0.747060,0.445091,0.856690,0.738781,0.749078
731,36.550000000000004,0.746478,0.750063,0.706033,0.748154,0.580002,0.015229,0.737119,0.748436
732,36.6,0.338355,0.750022,0.730348,0.747489,0.372332,0.944003,0.743789,0.747562
733,36.65,0.856541,0.750041,0.701990,0.434112,0.535926,0.681771,0.737843,0.748483
734,36.7,0.716559,0.752666,0.713204,0.832986,0.403774,0.760908,0.741793,0.430892
735,36.75,0.755794,0.778496,0.713237,0.254202,0.537271,0.738221,0.740287,0.833510
736,36.800000000000004,0.743573,0.508073,0.692117,0.880779,0.792563,0.121142,0.735560,0.728979
737,36.85,0.334963,0.536427,0.688204,0.712293,0.012046,0.914206,0.734180,0.755546
738,36.9,0.858738,0.330656,0.700904,0.756107,0.939141,0.016678,0.735026,0.753458
739,36.95,0.350264,0.561062,0.685003,0.745715,0.097094,0.949699,0.731038,0.747509
740,37.0,0.854864,0.234085,0.686531,0.746548,0.959802,0.700476,0.735803,0.754310
741,37.050000000000004,0.717754,0.552514,0.678348,0.748114,0.683115,0.759987,0.729814,0.746601
742,37.1,0.756449,0.310891,0.675166,0.747848,0.761660,0.751721,0.733538,0.750366
743,37.15,0.745693,0.446097,0.663740,0.746769,0.741990,0.749253,0.729066,0.878131
744,37.2,0.749659,0.451700,0.663528,0.753703,0.746524,0.749351,0.734830,0.684132
745,37.25,0.748566,0.437180,0.654908,0.749773,0.744528,0.752984,0.731696,0.737666
746,37.300000000000004,0.747806,0.440027,0.663686,0.750660,0.212015,0.749434,0.733528,0.725765
747,37.35,0.748734,0.206415,0.647319,0.750115,0.890684,0.388034,0.729597,0.722933
748,37.4,0.745774,0.556472,0.619908,0.753437,0.113302,0.848341,0.734445,0.708324
749,37.45,0.748457,0.144348,0.635378,0.747203,0.915939,0.328312,0.726957,0.723551
750,37.5,0.436944,0.615461,0.581004,0.754953,0.185490,0.863828,0.726618,0.697519
751,37.550000000000004,0.831371,0.138528,0.591912,0.699890,0.896420,0.292397,0.731516,0.701680
752,37.6,0.728486,0.621191,0.577074,0.505160,0.141469,0.871386,0.768960,0.691353
753,37.65,0.762769,0.119760,0.580143,0.589370,0.907317,0.711822,0.757476,0.687217
754,37.7,0.745247,0.915468,0.464443,0.559614,0.373382,0.756810,0.764728,0.648749
755,37.75,0.756137,0.172550,0.811915,0.642021,0.845873,0.502504,0.758363,0.676628
756,37.800000000000004,0.745452,0.901310,0.335488,0.608121,0.396432,0.814187,0.763955,0.627803
757,37.85,0.754425,0.703860,0.848858,0.619277,0.840498,0.726448,0.758505,0.590411
758,37.9,0.746547,0.755011,0.713188,0.663528,0.719804,0.752611,0.759193,0.650865
759,37.95,0.928659,0.753221,0.753385,0.642354,0.754575,0.745457,0.760479,0.586706
760,38.0,0.637179,0.753786,0.742112,0.753955,0.744974,0.754322,0.750433,0.582214
761,38.050000000000004,0.723263,0.750414,0.748035,0.734005,0.746846,0.750046,0.753482,0.590510
762,38.1,0.702774,0.750001,0.746439,0.734651,0.747447,0.749988,0.751368,0.560487
763,38.15,0.695287,0.753104,0.746269,0.730669,0.746838,0.749767,0.753515,0.551357
764,38.2,0.674868,0.749496,0.745494,0.735026,0.747741,0.749645,0.751886,0.541411
765,38.25,0.675219,0.751606,0.382960,0.729580,0.747137,0.749914,0.751475,0.573399
766,38.300000000000004,0.628741,0.465221,0.844599,0.733980,0.748099,0.749899,0.750379,0.434218
767,38.35,0.566445,0.825519,0.316334,0.729403,0.497310,0.752414,0.751778,0.604996
768,38.400000000000006,0.566582,0.415716,0.861339,0.728340,0.814880,0.882180,0.751054,0.365199
769,38.45,0.466420,0.837707,0.349786,0.725470,0.733921,0.701087,0.752048,0.655456
770,38.5,0.395406,0.719351,0.852272,0.737399,0.759714,0.752542,0.752002,0.398164
771,38.550000000000004,0.321016,0.754001,0.713479,0.738611,0.746864,0.741791,0.742908,0.642859
772,38.6,0.294408,0.744111,0.505590,0.743529,0.751924,0.743049,0.746165,0.540921
773,38.650000000000006,0.413248,0.529838,0.809418,0.745337,0.751900,0.740113,0.743416,0.580300
774,38.7,0.351783,0.805617,0.460178,0.747599,0.747233,0.743963,0.743573,0.577763
775,38.75,0.378114,0.727343,0.821936,0.748518,0.753004,0.739862,0.742933,0.558579
776,38.800000000000004,0.401659,0.751058,0.466576,0.747081,0.746096,0.736993,0.741383,0.615488
777,38.85,0.406648,0.518251,0.821151,0.742774,0.884803,0.740210,0.742262,0.597496
778,38.900000000000006,0.516938,0.815255,0.461263,0.740850,0.669266,0.734393,0.742194,0.630737
779,38.95,0.479914,0.733162,0.821264,0.701567,0.735496,0.736610,0.742960,0.613480
780,39.0,0.490195,0.754844,0.524664,0.711552,0.726667,0.732595,0.742580,0.639749
781,39.050000000000004,0.502892,0.747422,0.804939,0.695392,0.724946,0.726786,0.741256,0.585367
782,39.1,0.567568,0.750541,0.513734,0.698837,0.723998,0.728454,0.742686,0.659693
783,39.150000000000006,0.539405,0.747816,0.808117,0.671896,0.736003,0.718231,0.744664,0.587780
784,39.2,0.549778,0.750237,0.726497,0.643062,0.726749,0.710828,0.747821,0.632675
785,39.25,0.542212,0.748316,0.749755,0.648095,0.741715,0.709646,0.747789,0.637064
786,39.300000000000004,0.593975,0.711895,0.572565,0.593821,0.727816,0.694519,0.747703,0.628796
787,39.35,0.551485,0.699932,0.797667,0.521398,0.752128,0.685511,0.748033,0.601523
788,39.400000000000006,0.542716,0.697513,0.736632,0.511428,0.752301,0.691134,0.748331,0.652763
789,39.45,0.602225,0.702598,0.751951,0.401353,0.747885,0.681535,0.749592,0.625221
790,39.5,0.522653,0.670458,0.747141,0.320397,0.744324,0.695348,0.750722,0.628118
791,39.550000000000004,0.498894,0.632251,0.747843,0.266826,0.748707,0.719950,0.750096,0.774714
792,39.6,0.446906,0.630224,0.747194,0.232906,0.743247,0.730139,0.750196,0.734999
793,39.650000000000006,0.492662,0.546065,0.747699,0.338367,0.739277,0.738755,0.749473,0.747334
794,39.7,0.443620,0.469989,0.747404,0.289744,0.739001,0.743209,0.750398,0.743827
795,39.75,0.412445,0.387565,0.920031,0.233637,0.747036,0.680605,0.750142,0.744064
796,39.800000000000004,0.831156,0.467968,0.542099,0.882739,0.738697,0.783291,0.677710,0.756551
797,39.85,0.701077,0.366475,0.673046,0.698069,0.732326,0.756330,0.681175,0.744639
798,39.900000000000006,0.742808,0.352021,0.659609,0.745040,0.744057,0.763880,0.679969,0.749083
799,39.95,0.730530,0.328802,0.655183,0.733446,0.741257,0.761375,0.687973,0.746472
800,40.0,0.735265,0.340981,0.646791,0.730960,0.741514,0.763370,0.681331,0.746062
801,40.050000000000004,0.733147,0.355767,0.677761,0.726081,0.743068,0.761200,0.678723,0.745792
802,40.1,0.735266,0.478603,0.657989,0.730529,0.741353,0.760280,0.687644,0.745503
803,40.150000000000006,0.735586,0.442579,0.654903,0.724687,0.737941,0.761397,0.680595,0.745773
804,40.2,0.736774,0.475100,0.681874,0.725667,0.708080,0.759373,0.690310,0.745476
805,40.25,0.736388,0.468831,0.664657,0.720920,0.716242,0.758261,0.683700,0.744567
806,40.300000000000004,0.735171,0.557374,0.661312,0.713621,0.715630,0.758432,0.681692,0.782899
807,40.35,0.739539,0.524731,0.657620,0.714849,0.705231,0.757338,0.727714,0.696895
808,40.400000000000006,0.738568,0.542712,0.655811,0.700694,0.689942,0.757734,0.717225,0.725859
809,40.45,0.740034,0.540102,0.680709,0.689486,0.695665,0.756849,0.722525,0.722815
810,40.5,0.739173,0.595243,0.667573,0.682748,0.672730,0.755577,0.721833,0.723197
811,40.550000000000004,0.740753,0.561569,0.665701,0.652755,0.634412,0.756096,0.721737,0.722023
812,40.6,0.740059,0.563704,0.686045,0.623408,0.627788,0.755091,0.724001,0.726039
813,40.650000000000006,0.751465,0.618001,0.674162,0.599924,0.567085,0.755793,0.723547,0.722523
814,40.7,0.748099,0.566864,0.672276,0.528418,0.482238,0.754645,0.725499,0.721012
815,40.75,0.747027,0.549856,0.689252,0.477574,0.480580,0.753109,0.725852,0.724232
816,40.800000000000004,0.746192,0.577506,0.678497,0.409489,0.393279,0.752020,0.725669,0.720384
817,40.85,0.743793,0.503872,0.676103,0.386273,0.316412,0.751964,0.884214,0.724034
818,40.900000000000006,0.734535,0.466856,0.685689,0.369063,0.225343,0.737196,0.703277,0.720616
819,40.95,0.710681,0.815988,0.677075,0.838129,0.890339,0.738832,0.173893,0.747881
820,41.0,0.703934,0.723850,0.677232,0.707944,0.712077,0.735064,0.629908,0.739620
821,41.050000000000004,0.710682,0.751915,0.684484,0.744150,0.759368,0.735295,0.498189,0.743059
822,41.1,0.708787,0.745282,0.676272,0.738656,0.748251,0.679071,0.557032,0.740702
823,41.150000000000006,0.709216,0.749635,0.665757,0.738332,0.532492,0.675842,0.529634,0.743120
824,41.2,0.714420,0.747594,0.682662,0.742010,0.595828,0.680557,0.475069,0.742392
825,41.25,0.712001,0.749273,0.669059,0.738407,0.586115,0.660888,0.577913,0.741459
826,41.300000000000004,0.713760,0.750421,0.659284,0.735566,0.547228,0.634316,0.751535,0.743326
827,41.35,0.714678,0.751119,0.647786,0.738904,0.800962,0.647910,0.686429,0.742808
828,41.400000000000006,0.708873,0.752133,0.667800,0.733162,0.731253,0.602074,0.715741,0.744467
829,41.45,0.713153,0.752064,0.646943,0.739223,0.751495,0.769108,0.693783,0.744031
830,41.5,0.711939,0.749484,0.652016,0.731478,0.741930,0.723504,0.679458,0.743332
831,41.550000000000004,0.713541,0.749985,0.639100,0.726615,0.745974,0.735698,0.682679,0.745433
832,41.6,0.713541,0.750058,0.633781,0.731654,0.743627,0.729190,0.647107,0.744819
833,41.650000000000006,0.712956,0.750263,0.697402,0.720828,0.742833,0.734534,0.619493,0.744016
834,41.7,0.714033,0.750589,0.672799,0.713387,0.743369,0.733869,0.619273,0.745926
835,41.75,0.713838,0.750828,0.662423,0.719874,0.741660,0.736263,0.545833,0.745441
836,41.800000000000004,0.714801,0.749907,0.669819,0.701061,0.744320,0.736840,0.507575,0.747704
837,41.85,0.650739,0.750502,0.658714,0.711819,0.741324,0.740647,0.466336,0.747322
838,41.900000000000006,0.769765,0.745236,0.632210,0.687452,0.746408,0.741973,0.474950,0.746558
839,41.95,0.738823,0.748721,0.653298,0.670885,0.742046,0.092558,0.397086,0.749897
840,42.0,0.749529,0.748242,0.606102,0.681327,0.759256,0.917846,0.177836,0.748978
841,42.050000000000004,0.746903,0.750072,0.553661,0.647499,0.749006,0.697262,0.476160,0.748534
842,42.1,0.749740,0.749430,0.596915,0.626676,0.751027,0.758906,0.250204,0.749505
843,42.150000000000006,0.748777,0.748701,0.503578,0.654770,0.748988,0.189208,0.432079,0.750725
844,42.2,0.748377,0.750032,0.491668,0.615861,0.752978,0.895993,0.091452,0.749988
845,42.25,0.749777,0.749139,0.488305,0.604335,0.748242,0.176465,0.923952,0.748369
846,42.300000000000004,0.748953,0.750259,0.538453,0.592196,0.390014,0.897896,0.273520,0.750253
847,42.35,0.754338,0.747604,0.351349,0.582423,0.847157,0.165139,1.000000,0.747283
848,42.400000000000006,0.747170,0.748058,0.479497,0.626162,0.330038,0.900870,0.658714,0.750196
849,42.45,0.754275,0.746105,0.418464,0.600934,0.861522,0.702916,0.767382,0.497141
850,42.5,0.838136,0.747404,0.447436,0.537534,0.718208,0.759536,0.735656,0.540709
851,42.550000000000004,0.663853,0.753847,0.415592,0.543259,0.756489,0.743220,0.747321,0.505841
852,42.6,0.716623,0.750137,0.436535,0.501874,0.746957,0.749128,0.056177,0.486170
853,42.650000000000006,0.707348,0.751074,0.315638,0.563117,0.749179,0.309100,0.932798,0.537826
854,42.7,0.710094,0.755524,0.555957,0.517181,0.746642,0.865801,0.061437,0.432148
855,42.75,0.709107,0.746879,0.189451,0.482311,0.748014,0.361956,0.964063,0.517500
856,42.800000000000004,0.712837,0.755346,0.895230,0.481357,0.425477,0.851893,0.694201,0.330026
857,42.85,0.711616,0.745687,0.332476,0.499646,0.835469,0.717481,0.761287,0.854305
858,42.900000000000006,0.707218,0.750806,0.860700,0.596360,0.724114,0.756045,0.387178,0.283648
859,42.95,0.716872,0.739050,0.210540,0.403356,0.755379,0.379405,0.849806,0.869342
860,43.0,0.736376,0.671222,0.892831,0.689820,0.749928,0.847072,0.276532,0.260582
861,43.050000000000004,0.732043,0.695100,0.100412,0.458122,0.755688,0.717658,0.880247,0.876223
862,43.1,0.731887,0.695851,0.922021,0.650175,0.746890,0.754810,0.331964,0.116157
863,43.150000000000006,0.729102,0.693989,0.077651,0.369705,0.755562,0.475483,0.862797,0.915174
864,43.2,0.732657,0.676368,0.927494,0.693782,0.745744,0.821088,0.332074,0.138105
865,43.25,0.728848,0.699921,0.168977,0.384500,0.755333,0.725493,0.862080,0.910025
866,43.300000000000004,0.728307,0.675567,0.903211,0.659531,0.745745,0.752943,0.716627,0.104736
867,43.35,0.729435,0.680890,0.703374,0.326151,0.936538,0.744750,0.756605,0.919401
868,43.400000000000006,0.603052,0.664755,0.759528,0.711455,0.699435,0.755389,0.744754,0.371647
869,43.45,0.610296,0.679337,0.741823,0.467509,0.764660,0.749777,0.748918,0.849347
870,43.5,0.657760,0.657576,0.748605,0.634226,0.749353,0.751386,0.747376,0.394543
871,43.550000000000004,0.634367,0.678133,0.422570,0.533508,0.753003,0.750364,0.748554,0.842185
872,43.6,0.636309,0.655853,0.836433,0.627357,0.750301,0.753376,0.482476,0.264724
873,43.650000000000006,0.668171,0.660370,0.365063,0.458172,0.753105,0.746350,0.819458,0.875551
874,43.7,0.651309,0.665111,0.850668,0.671518,0.751020,0.754134,0.725664,0.287808
875,43.75,0.649142,0.660242,0.461421,0.477070,0.753263,0.748401,0.752462,0.869320
876,43.800000000000004,0.677148,0.592863,0.825373,0.815469,0.751199,0.722663,0.750818,0.367847
877,43.85,0.659978,0.596308,0.723279,0.418029,0.750406,0.736045,0.755288,0.849254
878,43.900000000000006,0.657114,0.551797,0.753775,0.834014,0.749826,0.728057,0.747336,0.716346
